date,model_version,code,name,close,return_5d,return_20d,momentum_acceleration,ma25_distance,volume_ratio_20d,drawdown_252d_high,peak_age,higher_low,ma5_rising,volatility_contracting,long_adjustment,high_base,early_price_setup,confirm_setup,early_grade,margin_data_available,margin_date,margin_buy_latest,margin_sell_latest,margin_buy_change_4obs_pct,margin_buy_change_13obs_pct,strategy,reason
2026-08-28,7.1-EARLY-RESEARCH-R2,8804,東京建物,3446.0,1.0260920551158126,-1.4020028612303337,1.376592770423396,1.5788046361910668,0.6608967300847566,-21.216278006401467,123,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,6753,シャープ,647.7,1.0452418096724037,2.33844209195766,0.4606312866829887,2.458238420653003,0.6017476299246578,-28.430939226519335,194,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9020,東日本旅客鉄道,3578.0,1.102006216445317,-6.335078534031413,2.6857758499531705,0.6107505595734919,0.6186508424548026,-15.0320588933745,154,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,3092,ＺＯＺＯ,1148.0,1.3239187996469504,-3.9732329569217906,2.317227038877398,0.21299626383604053,0.7238432868067673,-24.770642201834857,251,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8795,Ｔ＆Ｄホールディングス,4859.0,1.334723670490101,-3.207171314741031,2.1365164991753587,-1.3913579946261523,2.330992432213166,-6.124420401854714,23,False,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 5日線上向き / 出来高2.3倍 / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9602,東宝,1564.5,1.3605442176870763,-1.0749288650015787,1.629276433937471,2.8667236504701155,1.0564176600920474,-84.80330257406507,250,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,4755,楽天グループ,792.0,1.434426229508201,-5.455413632565365,2.798279637649542,-1.4435042309606794,0.8121774833605842,-25.87739822180627,194,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8031,三井物産,4979.0,1.6329863237395381,1.199186991869916,1.333189575772059,2.0169816578425426,0.9933228458418334,-25.408239700374537,96,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9434,ソフトバンク,237.7,1.6680923866552622,2.4568965517241415,1.0538682487242268,2.6267615363360086,0.7260603810744839,-4.114562323517557,250,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8830,住友不動産,3396.0,1.7070979335130243,-8.290575209289763,3.779741735835465,-2.4597603428269443,0.6959923399196261,-58.585365853658544,167,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,5232,住友大阪セメント,5627.0,1.7356716687759954,3.8000368935620754,0.7856624453854766,-0.6321960867415433,0.4831635849688916,-13.656590455731166,49,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7951,ヤマハ,1332.0,1.7570664629488197,5.005912495072917,0.5055883391805904,1.9642665768482948,1.2696433025692193,-6.983240223463683,12,True,True,True,False,False,False,False,A,False,,,,,,NONE,安値切り上げ / 5日線上向き / 出来高1.3倍 / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8253,クレディセゾン,4742.0,1.8252093622503685,3.5371179039301204,0.9409298862678384,1.7055301041505988,0.9077228211796846,-4.008097165991897,131,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9532,大阪瓦斯,5657.0,1.909565843992067,2.500452980612433,1.2844525988389588,2.842578318159328,0.7991563302819794,-17.14997070884593,119,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,1963,日揮ホールディングス,2276.0,1.9256605463501941,2.1773288439955074,1.3813283353513173,-0.4217637073204772,0.7548351734398246,-22.25448334756618,67,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,9201,日本航空,3062.0,1.9986675549633626,2.8034245425549775,1.2978114193246182,1.9355096442577269,0.6855468565099261,-6.4180929095354555,123,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7751,キヤノン,4686.0,2.0248203788373553,2.898550724637672,1.3001826976779374,2.6227267949122224,0.8164473574490085,-6.89449632425988,135,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,6770,アルプスアルパイン,2239.0,2.0743104627307885,-0.15607580824972267,2.113329414793219,2.7752531511930023,0.8060854361838157,-6.533082863702777,124,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,2432,ディー・エヌ・エー,2550.0,2.1430002002803983,1.6949152542372836,1.7192713867210774,2.4614865353552506,1.037960853286432,-11.611785095320625,194,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7011,三菱重工業,4025.0,2.3652085452695815,7.7355460385438946,0.4313220356336078,0.5696866723302163,0.8073483507962702,-22.715053763440864,122,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,5401,日本製鉄,677.0,2.6690931149529806,2.575757575757587,2.025153721013584,1.361265323966765,0.5906721867905708,-80.3768115942029,236,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7186,横浜フィナンシャルグループ,1933.0,2.6826029216467484,4.826464208242953,1.47598686958601,2.467054695037274,0.9984731635326457,-3.132047105988478,23,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,1801,大成建設,12690.0,2.711452853095908,-2.758620689655178,3.4011080255097026,-1.9441181924955253,0.8545235443964794,-38.63636363636363,121,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,5706,三井金属,29000.0,2.800425381070548,7.030817494002584,1.0427210075699023,-2.36413464322508,0.46635434991258573,-49.74003466204506,65,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8801,三井不動産,1540.0,2.8037383177569986,-4.407200496585972,3.9055384419034915,1.9800013244156034,0.8665998505563334,-28.637627432808156,133,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8750,第一ライフグループ,1843.0,3.047246295778594,-2.8977871443624847,3.7716930818692154,-1.1976368919339064,1.003062124384352,-5.921388463501787,23,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7453,良品計画,4375.0,3.2570214774604755,3.5748106060605966,2.3633188259453264,1.1467147547047807,0.794790616288036,-40.58128480239033,250,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,1721,コムシスホールディングス,5433.0,3.347917062963668,3.485714285714292,2.476488491535095,2.4908695783405266,0.794069301797081,-12.526163258734503,76,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,6758,ソニーグループ,3928.0,3.778071334213995,3.12417957469151,2.9970264405411173,5.2124069213049795,1.1714281260267796,-17.755443886097154,192,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 出来高1.2倍 / 勢い改善
2026-08-28,7.1-EARLY-RESEARCH-R2,8802,三菱地所,3827.0,3.797125033902904,-6.22396471453075,5.353116212535591,0.8208986680155128,0.8417801838620272,-29.221379692990567,124,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,4324,電通グループ,3662.0,4.063654447286158,-2.6840287005049146,4.7346616224123865,1.5980468316502128,0.8958754964009672,-5.472379969024265,21,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,8306,三菱ＵＦＪフィナンシャル・グループ,3658.0,4.275940706955539,3.7730496453900697,3.332678295608021,1.827211081294755,1.015021567029361,-4.0650406504065035,23,True,True,True,False,True,False,False,A,False,,,,,,NONE,高値持ち合い後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,7974,任天堂,8993.0,4.581928131178037,10.411295273173726,1.9791043128846053,9.213632698267737,1.1859965615281673,-39.21595133491045,251,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 出来高1.2倍 / 勢い改善
2026-08-28,7.1-EARLY-RESEARCH-R2,7735,ＳＣＲＥＥＮホールディングス,13715.0,5.7440246723207355,14.482470784641066,2.123406976160469,1.4723290914471665,0.6166091959734078,-42.54294093003771,124,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 勢い改善 / 25日線付近
2026-08-28,7.1-EARLY-RESEARCH-R2,6702,富士通,3904.0,7.076247942951186,0.05125576627371675,7.063434001382757,6.536261625114603,1.2403426656985879,-16.366752356469583,152,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 出来高1.2倍 / 勢い改善
2026-08-28,7.1-EARLY-RESEARCH-R2,7211,三菱自動車工業,388.7,7.257174392935983,1.594354417145838,6.858585788649524,8.365951847267294,1.227982535941125,-15.131004366812228,134,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 出来高1.2倍 / 勢い改善
2026-08-28,7.1-EARLY-RESEARCH-R2,4704,トレンドマイクロ,6050.0,10.562865497076013,-10.27732463295269,13.132196655314186,-2.182700080840738,1.1858166115381557,-29.879462216040796,228,True,True,True,True,False,False,False,A,False,,,,,,NONE,長期調整後 / 安値切り上げ / 5日線上向き / 出来高1.2倍 / 勢い改善 / 25日線付近
