市場日付,銘柄名,コード,Ticker,株価,総合点,ランク,判定,PER,予想PER,PBR,ROE%,配当利回り%,売上成長率%,利益成長率%,RSI,前日比%,5日%,20日%,MomentumAcceleration%,1か月%,3か月%,6か月%,25日乖離%,60日高値乖離%,20日平均出来高,MA25,MA75,MA200,ATR14,20日安値,買いゾーン下限,買いゾーン上限,損切り目安,利確目安,ATR損切り,Swing損切り,期待利益%,想定損失%,RR比,半導体AI関連,高配当候補,理由,Ver6順位,signal_id,signal_start_date,signal_start_price,SignalAge,days_outside_gate,FirstSignalReturn%,前回Ver6順位,RankVelocity,ScoreVelocity,Phase,Action
2026-08-25,三井住友トラストグループ,8309,8309.T,1734.0,120.3,A,強気買い,13.1,4.7,1.3,10.8,279.0,27.3,59.8,59.7,1.88,0.0,0.8,-0.2,0.8,23.2,25.0,2.24,-1.08,9528040.0,1696.1,1562.5,1348.0,39.59,1573.5,1682.0,1769.0,1595.0,1994.0,1674.6,1565.6,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,1,8309_20260818_01,2026-08-18,1734.0,8.0,0,0.0,1.0,0.0,-0.10000000000000853,HOLD,HOLD
2026-08-25,大和証券グループ本社,8601,8601.T,1813.5,116.7,B,買い候補,14.6,18.4,1.4,11.0,392.0,57.2,82.6,55.6,1.51,2.4,-3.1,3.17,-3.1,23.7,14.0,0.22,-3.49,4609545.0,1809.5,1665.5,1514.5,40.69,1719.0,1759.0,1850.0,1668.0,2086.0,1752.5,1710.4,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,2,8601_20260818_01,2026-08-18,1771.0,7.0,0,2.3997741389045757,2.0,0.0,-0.09999999999999432,MATURE,SKIP
2026-08-25,野村ホールディングス,8604,8604.T,1571.5,115.3,B,買い候補,11.8,17.3,1.2,11.2,325.0,31.2,42.0,55.6,2.11,1.13,-2.12,1.66,-2.1,24.7,9.8,0.92,-3.35,9985040.0,1557.1,1444.4,1331.3,38.09,1455.5,1524.0,1603.0,1446.0,1807.0,1514.4,1448.2,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,3,8604_20260818_01,2026-08-18,1554.0,8.0,0,1.1261261261261257,3.0,0.0,0.7000000000000028,MATURE,SKIP
2026-08-25,MS&ADインシュアランスグループホールディングス,8725,8725.T,5072.0,114.8,B,買い候補,9.6,12.3,1.1,16.1,284.0,2.4,49.8,63.5,2.94,1.75,0.86,1.53,0.9,18.2,20.1,3.75,0.0,4144835.0,4888.5,4572.4,4089.1,124.73,4702.0,4920.0,5173.0,4666.0,5833.0,4884.9,4678.5,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,4,8725_20260818_01,2026-08-18,4985.0,8.0,0,1.745235707121373,4.0,0.0,1.7999999999999972,HOLD,HOLD
2026-08-25,スズキ,7269,7269.T,2119.0,112.3,B,買い候補,9.3,12.0,1.2,15.3,245.0,22.0,80.0,58.0,-0.35,1.83,3.11,1.05,3.1,10.7,-10.1,3.67,-1.6,7866825.0,2044.0,1964.2,2071.2,62.5,1806.0,2055.0,2161.0,1949.0,2437.0,2025.3,1797.0,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,5,7269_20260818_01,2026-08-18,2081.0,7.0,0,1.8260451705910619,5.0,0.0,0.0,HOLD,HOLD
2026-08-25,キリンホールディングス,2503,2503.T,3084.0,112.0,B,買い候補,12.7,17.9,1.8,15.1,246.0,9.2,164.9,59.9,1.02,2.8,3.91,1.82,3.9,14.8,19.9,3.18,-1.56,4175100.0,2988.9,2803.1,2562.3,76.01,2805.5,2991.0,3146.0,2837.0,3547.0,2970.0,2791.5,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,6,2503_20260818_01,2026-08-18,3000.0,8.0,0,2.8000000000000025,7.0,1.0,0.7000000000000028,ACCELERATION,ENTRY
2026-08-25,みずほフィナンシャルグループ,8411,8411.T,8208.0,111.4,B,買い候補,14.7,24.4,1.7,12.5,185.0,35.0,49.7,48.4,1.23,-3.79,-4.9,-2.56,-4.9,13.7,13.6,-1.65,-6.46,9293480.0,8345.9,7883.1,6820.8,249.47,7761.0,7962.0,8372.0,7551.0,9439.0,7833.8,7722.2,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,7,8411_20260818_01,2026-08-18,8531.0,8.0,0,-3.786191536748329,8.0,1.0,0.8000000000000114,MATURE,SKIP
2026-08-25,千葉銀行,8331,8331.T,2796.5,110.5,B,買い候補,19.1,25.3,1.5,8.3,234.0,51.8,40.2,57.8,2.44,-1.44,-0.3,-1.37,-0.3,20.4,19.5,2.83,-1.65,2378085.0,2719.5,2546.4,2163.9,80.83,2504.0,2713.0,2852.0,2573.0,3216.0,2675.3,2491.5,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,8,8331_20260818_01,2026-08-18,2837.5,7.0,0,-1.4449339207048495,9.0,1.0,0.09999999999999432,MATURE,SKIP
2026-08-25,ニチレイ,2871,2871.T,2174.0,110.3,B,買い候補,19.9,9.2,1.9,10.3,230.0,34.1,22.5,51.1,0.21,1.52,-0.98,1.76,-1.0,20.9,6.8,-0.52,-7.65,1511010.0,2185.3,2065.9,1968.3,64.91,2050.0,2109.0,2217.0,2000.0,2500.0,2076.6,2039.8,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,9,2871_20260818_01,2026-08-18,2141.5,8.0,0,1.5176278309596114,10.0,1.0,0.0,RE-ENTRY,WATCH
2026-08-25,アステラス製薬,4503,4503.T,2415.0,109.6,C,買い候補,14.9,31.9,2.2,21.3,332.0,26.7,107.2,64.1,0.35,4.52,9.28,2.2,9.3,13.2,-3.3,5.91,-0.12,6542255.0,2280.3,2220.1,2221.6,59.12,2125.0,2343.0,2463.0,2222.0,2777.0,2326.3,2114.4,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,10,4503_20260820_01,2026-08-20,2418.0,3.0,0,-0.1240694789081842,18.0,8.0,2.6999999999999886,ACCELERATION,ENTRY
