市場日付,銘柄名,コード,Ticker,株価,総合点,ランク,判定,PER,予想PER,PBR,ROE%,配当利回り%,売上成長率%,利益成長率%,RSI,前日比%,5日%,20日%,MomentumAcceleration%,1か月%,3か月%,6か月%,25日乖離%,60日高値乖離%,20日平均出来高,MA25,MA75,MA200,ATR14,20日安値,買いゾーン下限,買いゾーン上限,損切り目安,利確目安,ATR損切り,Swing損切り,期待利益%,想定損失%,RR比,半導体AI関連,高配当候補,理由,Ver6順位,signal_id,signal_start_date,signal_start_price,SignalAge,days_outside_gate,FirstSignalReturn%,前回Ver6順位,RankVelocity,ScoreVelocity,Phase,Action
2026-08-20,三井住友トラストグループ,8309,8309.T,1690.5,120.2,A,強気買い,12.8,4.6,1.3,10.8,281.0,27.3,59.8,53.4,0.12,-3.57,-1.2,-3.27,-1.2,20.4,24.6,0.08,-3.57,10324840.0,1689.1,1548.1,1337.6,40.69,1573.5,1640.0,1724.0,1555.0,1944.0,1629.5,1565.6,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,1,8309_20260818_01,2026-08-18,1734.0,5.0,0,-2.5086505190311414,2.0,1.0,10.299999999999997,MATURE,SKIP
2026-08-20,スズキ,7269,7269.T,2087.0,115.3,B,買い候補,9.2,11.8,1.1,15.3,257.0,22.0,80.0,55.7,3.21,4.32,1.51,3.95,1.5,16.6,-10.1,2.55,-3.09,8038270.0,2035.1,1950.8,2073.5,68.19,1806.0,2024.0,2129.0,1920.0,2400.0,1984.7,1797.0,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,2,7269_20260818_01,2026-08-18,2081.0,4.0,0,0.28832292167226825,31.0,29.0,16.5,ACCELERATION,ENTRY
2026-08-20,横浜ゴム,5101,5101.T,7562.0,115.2,B,買い候補,8.4,14.5,1.1,14.3,306.0,10.4,114.4,49.9,3.9,-0.84,-1.84,-0.38,-1.8,17.1,13.8,-0.6,-4.51,1300835.0,7608.0,7240.6,6579.5,331.67,7113.0,7335.0,7713.0,6957.0,8696.0,7064.5,7077.4,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,3,5101_20260818_01,2026-08-18,7647.0,4.0,0,-1.1115470119000936,28.0,25.0,15.299999999999997,MATURE,SKIP
2026-08-20,大和証券グループ本社,8601,8601.T,1757.0,114.8,B,買い候補,14.1,17.9,1.4,11.0,403.0,57.2,82.6,46.6,1.27,-3.36,-5.16,-2.07,-5.2,17.9,11.6,-3.23,-6.49,4550150.0,1815.7,1652.7,1504.9,42.53,1719.0,1704.0,1792.0,1616.0,2021.0,1693.2,1710.4,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,4,8601_20260818_01,2026-08-18,1771.0,4.0,0,-0.7905138339920903,23.0,19.0,12.899999999999991,MATURE,SKIP
2026-08-20,野村ホールディングス,8604,8604.T,1521.0,114.0,B,買い候補,11.4,16.7,1.2,11.2,338.0,31.2,42.0,47.3,0.76,-3.83,-5.12,-2.55,-5.1,18.2,8.6,-2.59,-6.46,10391140.0,1561.5,1431.8,1323.9,39.12,1455.5,1475.0,1551.0,1399.0,1749.0,1462.3,1448.2,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,5,8604_20260818_01,2026-08-18,1554.0,5.0,0,-2.1235521235521193,1.0,-4.0,1.2999999999999972,MATURE,SKIP
2026-08-20,ブリヂストン,5108,5108.T,4089.0,110.5,B,買い候補,20.7,7.3,1.3,11.3,324.0,14.2,210.4,58.9,1.94,-0.97,8.49,-3.09,8.5,25.6,16.6,3.28,-5.35,5014925.0,3959.2,3571.8,3478.8,104.67,3675.0,3966.0,4171.0,3762.0,4702.0,3932.0,3656.6,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,6,5108_20260818_01,2026-08-18,4074.0,4.0,0,0.3681885125184081,9.0,3.0,3.200000000000003,MATURE,SKIP
2026-08-20,千葉銀行,8331,8331.T,2709.5,109.6,C,買い候補,18.5,24.6,1.5,8.3,235.0,51.8,40.2,50.8,-0.51,-4.66,0.06,-4.68,0.1,13.9,19.9,0.02,-4.71,2459760.0,2709.0,2523.1,2144.6,80.32,2504.0,2628.0,2764.0,2493.0,3116.0,2589.0,2491.5,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,7,8331_20260818_01,2026-08-18,2837.5,4.0,0,-4.511013215859028,4.0,-3.0,0.7999999999999972,MATURE,SKIP
2026-08-20,キリンホールディングス,2503,2503.T,3032.0,109.3,C,買い候補,12.5,17.6,1.8,15.1,253.0,9.2,164.9,56.2,1.12,-0.3,4.34,-1.38,4.3,13.0,14.6,2.19,-3.22,4114035.0,2966.9,2780.0,2548.8,82.54,2805.5,2941.0,3093.0,2789.0,3487.0,2908.2,2791.5,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,8,2503_20260818_01,2026-08-18,3000.0,5.0,0,1.0666666666666602,5.0,-3.0,0.7000000000000028,MATURE,SKIP
2026-08-20,日産化学,4021,4021.T,8162.0,109.1,C,買い候補,22.2,25.3,4.3,21.8,273.0,12.8,23.0,57.3,5.15,1.48,3.55,0.59,3.6,12.7,26.3,5.25,-5.61,768405.0,7754.8,7707.4,6464.0,264.85,7210.0,7917.0,8325.0,7509.0,9386.0,7764.7,7173.9,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,9,4021_20260818_01,2026-08-18,8059.0,5.0,0,1.2780742027546754,13.0,4.0,3.299999999999997,ACCELERATION,ENTRY
2026-08-20,出光興産,5019,5019.T,1349.5,108.7,C,買い候補,9.6,10.3,1.0,22.5,269.0,23.3,4095.7,58.8,0.93,5.18,2.55,4.55,2.5,1.3,-0.0,3.76,-4.12,3848660.0,1300.7,1305.6,1299.1,35.31,1228.0,1309.0,1376.0,1242.0,1552.0,1296.5,1221.9,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,10,5019_20260818_01,2026-08-18,1370.5,5.0,0,-1.5322874863188618,7.0,-3.0,0.7000000000000028,ACCELERATION,ENTRY
