市場日付,銘柄名,コード,Ticker,株価,総合点,ランク,判定,PER,予想PER,PBR,ROE%,配当利回り%,売上成長率%,利益成長率%,RSI,前日比%,5日%,20日%,MomentumAcceleration%,1か月%,3か月%,6か月%,25日乖離%,60日高値乖離%,20日平均出来高,MA25,MA75,MA200,ATR14,20日安値,買いゾーン下限,買いゾーン上限,損切り目安,利確目安,ATR損切り,Swing損切り,期待利益%,想定損失%,RR比,半導体AI関連,高配当候補,理由,Ver6順位,signal_id,signal_start_date,signal_start_price,SignalAge,days_outside_gate,FirstSignalReturn%,前回Ver6順位,RankVelocity,ScoreVelocity,Phase,Action
2026-08-28,三井住友トラストグループ,8309,8309.T,1787.0,122.0,A,強気買い,13.5,4.8,1.3,10.8,270.0,27.3,59.8,66.9,1.48,4.17,6.88,2.45,6.9,30.7,36.5,4.88,0.0,8593920.0,1703.8,1577.2,1359.1,39.01,1573.5,1733.0,1823.0,1644.0,2055.0,1728.5,1565.6,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,1,8309_20260818_01,2026-08-18,1734.0,10.0,0,3.0565167243367997,1.0,0.0,0.0,HOLD,HOLD
2026-08-28,野村ホールディングス,8604,8604.T,1642.5,118.6,B,買い候補,12.3,18.1,1.3,11.2,316.0,31.2,42.0,65.1,1.92,7.0,11.73,4.07,11.7,26.5,19.7,5.37,0.0,9277820.0,1558.8,1459.3,1339.5,38.61,1455.5,1593.0,1675.0,1511.0,1889.0,1584.6,1448.2,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,2,8604_20260818_01,2026-08-18,1554.0,10.0,0,5.694980694980689,2.0,0.0,0.19999999999998863,HOLD,HOLD
2026-08-28,大和証券グループ本社,8601,8601.T,1869.5,116.4,B,買い候補,15.1,19.0,1.4,11.0,384.0,57.2,82.6,63.6,2.55,5.09,4.3,4.01,4.3,25.1,19.1,3.46,-0.51,4556130.0,1807.0,1679.9,1524.7,40.17,1719.0,1813.0,1907.0,1720.0,2150.0,1809.2,1710.4,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,3,8601_20260818_01,2026-08-18,1771.0,9.0,0,5.561829474872959,3.0,0.0,-1.5,HOLD,HOLD
2026-08-28,みずほフィナンシャルグループ,8411,8411.T,8449.0,116.3,B,買い候補,15.1,25.1,1.8,12.5,180.0,35.0,49.7,54.7,1.31,4.18,8.07,2.16,8.1,17.6,28.6,1.48,-3.72,8297950.0,8326.2,7939.0,6870.8,235.4,7857.0,8196.0,8618.0,7773.0,9716.0,8095.9,7817.7,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,4,8411_20260818_01,2026-08-18,8531.0,10.0,0,-0.9612003282147508,6.0,2.0,1.2999999999999972,ACCELERATION,ENTRY
2026-08-28,MS&ADインシュアランスグループホールディングス,8725,8725.T,5115.0,116.2,B,買い候補,9.7,12.4,1.1,16.1,277.0,2.4,49.8,64.4,1.25,3.44,2.55,2.8,2.5,19.0,23.2,3.92,0.0,3848350.0,4922.0,4606.1,4118.4,115.3,4702.0,4962.0,5217.0,4706.0,5882.0,4942.1,4678.5,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,5,8725_20260818_01,2026-08-18,4985.0,10.0,0,2.6078234704112413,5.0,0.0,1.2000000000000028,HOLD,HOLD
2026-08-28,第一生命ホールディングス,8750,8750.T,1845.0,114.5,B,買い候補,15.2,5.0,1.5,13.6,396.0,28.0,278.3,51.0,1.57,3.16,-2.79,3.86,-2.8,12.9,24.3,-1.09,-5.82,8059875.0,1865.4,1787.5,1515.2,42.57,1750.0,1790.0,1882.0,1697.0,2122.0,1781.1,1741.2,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,6,8750_20260827_02,2026-08-27,1817.0,1.0,0,1.5410016510732039,4.0,-2.0,-0.5999999999999943,NEW,WATCH
2026-08-28,千葉銀行,8331,8331.T,2822.0,114.0,B,買い候補,19.3,25.6,1.5,8.3,230.0,51.8,40.2,58.8,1.27,2.49,8.21,0.44,8.2,23.7,30.6,3.29,-0.76,2306935.0,2732.1,2569.4,2183.8,77.17,2504.0,2737.0,2878.0,2596.0,3245.0,2706.2,2491.5,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,7,8331_20260818_01,2026-08-18,2837.5,9.0,0,-0.5462555066079289,8.0,1.0,1.9000000000000057,ACCELERATION,ENTRY
2026-08-28,三菱UFJフィナンシャル・グループ,8306,8306.T,3659.0,114.0,B,買い候補,15.5,24.1,1.8,9.5,266.0,28.8,50.9,57.4,1.41,4.3,3.8,3.35,3.8,21.0,31.7,1.85,-3.69,35871625.0,3592.4,3366.8,2919.0,90.23,3415.0,3549.0,3732.0,3366.0,4208.0,3523.7,3397.9,15.0,-8.0,1.87,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,8,8306_20260818_01,2026-08-18,3654.0,9.0,0,0.13683634373289344,7.0,-1.0,1.2000000000000028,HOLD,HOLD
2026-08-28,スズキ,7269,7269.T,2167.5,112.8,B,買い候補,9.5,12.3,1.2,15.3,244.0,22.0,80.0,61.4,1.57,3.04,0.65,2.88,0.7,11.7,-3.1,5.42,0.0,7377430.0,2056.1,1978.6,2069.6,58.39,1806.0,2102.0,2211.0,1994.0,2493.0,2079.9,1797.0,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,9,7269_20260818_01,2026-08-18,2081.0,9.0,0,4.156655454108593,9.0,0.0,1.5,HOLD,HOLD
2026-08-28,キリンホールディングス,2503,2503.T,3052.0,112.5,B,買い候補,12.5,17.7,1.8,15.1,249.0,9.2,164.9,56.3,0.1,0.46,-0.52,0.59,-0.5,18.4,16.0,1.49,-2.59,3169730.0,3007.3,2827.3,2576.7,69.3,2805.5,2960.0,3113.0,2808.0,3510.0,2948.1,2791.5,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,10,2503_20260818_01,2026-08-18,3000.0,10.0,0,1.7333333333333423,11.0,1.0,1.7999999999999972,MATURE,SKIP
