市場日付,銘柄名,コード,Ticker,株価,総合点,ランク,判定,PER,予想PER,PBR,ROE%,配当利回り%,売上成長率%,利益成長率%,RSI,前日比%,5日%,20日%,MomentumAcceleration%,1か月%,3か月%,6か月%,25日乖離%,60日高値乖離%,20日平均出来高,MA25,MA75,MA200,ATR14,20日安値,買いゾーン下限,買いゾーン上限,損切り目安,利確目安,ATR損切り,Swing損切り,期待利益%,想定損失%,RR比,半導体AI関連,高配当候補,理由,Ver6順位,signal_id,signal_start_date,signal_start_price,SignalAge,days_outside_gate,FirstSignalReturn%,前回Ver6順位,RankVelocity,ScoreVelocity,Phase,Action
2026-09-18,三井住友トラストグループ,8309,8309.T,1768.5,118.9,B,買い候補,13.4,4.8,1.3,10.8,269.0,27.3,59.8,53.5,-1.17,0.08,3.09,-0.69,3.1,13.9,40.7,0.62,-2.27,8645250.0,1757.7,1652.1,1413.0,40.32,1697.5,1715.0,1804.0,1627.0,2034.0,1708.0,1689.0,15.0,-8.0,1.88,,該当,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,1,8309_20260818_01,2026-08-18,1734.0,26.0,0,1.9896193771626214,1.0,0.0,-0.3999999999999915,HOLD,HOLD
2026-09-18,松井証券,8628,8628.T,1172.0,117.6,B,買い候補,19.5,24.0,3.7,23.2,478.0,48.3,94.9,53.2,-0.34,-0.76,5.68,-2.18,5.7,21.8,25.8,0.59,-3.54,1079400.0,1165.1,1067.0,963.2,25.54,1105.0,1137.0,1195.0,1078.0,1348.0,1133.7,1099.5,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,2,8628_20260917_01,2026-09-17,1187.0,3.0,0,-1.263689974726201,2.0,0.0,0.0,MATURE,SKIP
2026-09-18,大和証券グループ本社,8601,8601.T,1845.5,117.1,B,買い候補,14.9,18.8,1.4,11.0,379.0,57.2,82.6,53.7,0.85,0.19,3.74,-0.74,3.7,13.5,25.0,1.27,-1.78,5030320.0,1822.4,1750.6,1570.8,39.45,1767.5,1790.0,1882.0,1698.0,2122.0,1786.3,1758.7,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,3,8601_20260818_01,2026-08-18,1771.0,25.0,0,4.206662902315084,3.0,0.0,-0.10000000000000853,HOLD,HOLD
2026-09-18,野村ホールディングス,8604,8604.T,1581.0,117.0,B,買い候補,11.9,17.4,1.2,11.2,323.0,31.2,42.0,45.1,-0.6,-5.02,3.0,-5.77,3.0,10.1,30.1,-1.7,-5.61,9595990.0,1608.3,1530.8,1381.1,41.0,1517.5,1534.0,1613.0,1455.0,1818.0,1519.5,1509.9,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,4,8604_20260818_01,2026-08-18,1554.0,26.0,0,1.737451737451745,4.0,0.0,-0.20000000000000284,MATURE,SKIP
2026-09-18,MS&ADインシュアランスグループホールディングス,8725,8725.T,5217.0,114.7,B,買い候補,9.9,12.7,1.1,16.1,268.0,2.4,49.8,59.3,-0.82,2.47,5.5,1.1,5.5,12.4,28.6,2.82,-0.82,4309000.0,5073.7,4769.8,4262.4,115.59,4859.0,5060.0,5321.0,4800.0,6000.0,5043.6,4834.7,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,5,8725_20260818_01,2026-08-18,4985.0,26.0,0,4.653961885656965,5.0,0.0,-1.0999999999999943,HOLD,HOLD
2026-09-18,LINEヤフー,4689,4689.T,536.8,114.0,B,買い候補,19.3,25.1,1.2,8.3,205.0,13.1,24.1,53.8,-3.07,-1.4,2.13,-1.93,2.1,32.0,36.1,0.28,-4.97,19558540.0,535.3,470.7,427.6,15.41,510.8,521.0,548.0,494.0,617.0,513.7,508.2,14.9,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,6,4689_20260903_02,2026-09-03,533.9,12.0,0,0.5431728788162449,6.0,0.0,0.0,MATURE,SKIP
2026-09-18,出光興産,5019,5019.T,1651.0,112.9,B,買い候補,11.8,12.5,1.2,22.5,218.0,23.3,4095.7,69.9,-1.32,0.18,19.34,-4.65,19.3,31.7,8.7,10.98,-1.32,5289925.0,1487.7,1347.7,1344.1,50.73,1349.0,1601.0,1684.0,1519.0,1899.0,1574.9,1342.3,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,7,5019_20260916_03,2026-09-16,1675.0,3.0,0,-1.4328358208955172,30.0,23.0,9.800000000000011,MATURE,SKIP
2026-09-18,関西電力,9503,9503.T,2905.5,112.9,B,買い候補,8.5,8.8,0.9,12.5,275.0,9.8,38.2,59.3,-2.48,-1.99,11.32,-4.82,11.3,24.2,8.7,4.45,-3.98,4541615.0,2781.8,2485.6,2489.1,84.68,2524.5,2818.0,2964.0,2673.0,3341.0,2778.5,2511.9,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,8,9503_20260911_02,2026-09-11,2957.0,6.0,0,-1.7416300304362475,7.0,-1.0,-0.3999999999999915,MATURE,SKIP
2026-09-18,日本郵船,9101,9101.T,7490.0,112.9,B,買い候補,14.8,14.6,1.0,7.7,320.0,21.1,37.4,66.2,-1.0,3.14,5.48,1.77,5.5,44.0,23.6,5.02,-1.0,3137420.0,7132.1,6126.8,5625.0,195.75,6862.0,7265.0,7640.0,6891.0,8614.0,7196.4,6827.7,15.0,-8.0,1.88,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、PBR良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,9,9101_20260904_02,2026-09-04,7158.0,9.0,0,4.638167085778155,8.0,-1.0,0.0,HOLD,HOLD
2026-09-18,バンダイナムコホールディングス,7832,7832.T,5586.0,111.0,B,買い候補,25.7,32.9,4.0,18.3,90.0,9.3,34.6,57.7,-1.15,4.24,1.86,3.77,1.9,53.3,33.7,1.19,-3.36,2632075.0,5520.3,4600.3,4231.4,177.68,5161.0,5418.0,5698.0,5139.0,6424.0,5319.5,5135.2,15.0,-8.0,1.87,,,200日線上、75日線上、RSI適正、3か月上昇、6か月上昇、25日線付近、PER良好、ROE良好、配当あり、売上成長、利益成長、値動き安定、下落浅い,10,7832_20260903_01,2026-09-03,5618.0,13.0,0,-0.5695977216091164,9.0,-1.0,0.0,HOLD,HOLD
