date,model_version,code,name,ticker,close,ver6_score,ver6_rank_number,ver6_rank_letter,ver6_signal,ver6_selected,quality_gate,rsi,return_1d,return_5d_past,return_20d_past,momentum_acceleration,ma25_distance,drawdown_60d_high,atr14,signal_id,signal_start_date,signal_start_price,signal_age,days_outside_gate,first_signal_return,previous_ver6_rank,rank_velocity,score_velocity,phase,action,ver7_entry,buy_zone_low,buy_zone_high,ver6_stop,ver6_take_profit,atr_stop,swing_stop
2026-08-19,7.0,4523,エーザイ,4523.T,4837.0,85.0,82,E,対象外,False,False,57.5,1.21,-3.03,7.92,-5.01,2.93,-5.34,137.23,,,,,0,,93.0,11.0,-1.2999999999999972,,SKIP,False,4692.0,4934.0,4450.0,5563.0,4631.2,4417.8
2026-08-19,7.0,4911,資生堂,4911.T,3503.0,85.5,81,E,対象外,False,False,60.8,1.95,0.69,9.03,-1.57,6.47,-3.21,141.88,,,,,0,,95.0,14.0,-0.0999999999999943,,SKIP,False,3398.0,3573.0,3223.0,4028.0,3290.2,2968.6
2026-08-19,7.0,8001,伊藤忠商事,8001.T,1977.0,85.7,80,E,対象外,False,False,47.3,-1.17,-5.68,1.57,-6.07,-1.01,-5.68,48.25,,,,,0,,92.0,12.0,-1.0,,SKIP,False,1918.0,2017.0,1819.0,2274.0,1904.6,1926.8
2026-08-19,7.0,6504,富士電機,6504.T,13505.0,80.0,97,E,対象外,False,False,45.5,-6.28,-6.8,7.4,-8.65,-0.88,-21.82,730.09,,,,,0,,70.0,-27.0,-11.099999999999994,,SKIP,False,13100.0,13775.0,12425.0,15531.0,12409.9,11616.6
2026-08-19,7.0,2501,サッポロホールディングス,2501.T,1924.0,75.3,106,E,対象外,False,False,45.6,-0.47,-5.41,-5.41,-4.06,-3.78,-11.05,81.26,,,,,0,,91.0,-15.0,-11.400000000000006,,SKIP,False,1866.0,1962.0,1770.0,2213.0,1802.1,1871.6
2026-08-19,7.0,8604,野村ホールディングス,8604.T,1509.5,112.7,1,B,買い候補,True,True,45.3,-2.86,-3.61,-4.85,-2.39,-3.41,-7.16,39.94,8604_20260818_01,,1554.0,4.0,0,-2.86357786357786,3.0,2.0,-2.5999999999999943,MATURE,SKIP,False,1464.0,1540.0,1389.0,1736.0,1449.6,1448.2
2026-08-19,7.0,8058,三菱商事,8058.T,4648.0,75.0,108,E,対象外,False,False,44.8,-2.72,-4.28,-0.34,-4.2,-2.07,-10.37,129.39,,,,,0,,96.0,-12.0,-10.0,,SKIP,False,4509.0,4741.0,4276.0,5345.0,4453.9,4558.1
2026-08-19,7.0,3382,セブン＆アイ・ホールディングス,3382.T,2030.0,74.6,110,E,対象外,False,False,46.6,-0.07,-1.48,-2.12,-0.95,-2.39,-10.02,54.76,,,,,0,,139.0,29.0,1.2999999999999972,,SKIP,False,1969.0,2071.0,1868.0,2334.0,1947.9,1976.1
2026-08-19,7.0,2269,明治ホールディングス,2269.T,4270.0,74.5,111,E,対象外,False,False,68.0,0.61,1.98,13.84,-1.48,8.96,0.0,112.55,,,,,0,,112.0,1.0,-6.200000000000003,,SKIP,False,4142.0,4355.0,3928.0,4910.0,4101.2,3580.0
2026-08-19,7.0,9007,小田急電鉄,9007.T,1704.5,74.4,112,E,対象外,False,False,48.1,-0.5,0.41,-2.4,1.01,-1.48,-8.11,36.88,,,,,0,,135.0,23.0,-0.1999999999999886,,SKIP,False,1653.0,1739.0,1568.0,1960.0,1649.2,1643.2
2026-08-19,7.0,6501,日立製作所,6501.T,5225.0,74.3,113,E,対象外,False,False,48.4,-5.24,-7.83,9.04,-10.09,0.31,-9.4,166.57,,,,,0,,130.0,17.0,-1.9000000000000057,,SKIP,False,5068.0,5330.0,4807.0,6009.0,4975.1,4738.2
2026-08-19,7.0,4004,レゾナック・ホールディングス,4004.T,15900.0,74.0,114,E,対象外,False,False,50.5,-6.33,-8.67,9.05,-10.94,5.14,-17.72,1213.49,,,,,0,,88.0,-26.0,-13.299999999999995,,SKIP,False,15423.0,16218.0,14628.0,18285.0,14079.8,11751.0
2026-08-19,7.0,5233,太平洋セメント,5233.T,4060.0,74.0,115,E,対象外,False,False,45.7,-3.95,-3.13,-0.78,-2.93,-1.68,-10.38,134.24,,,,,0,,89.0,-26.0,-13.200000000000005,,SKIP,False,3938.0,4141.0,3735.0,4669.0,3858.6,3895.4
2026-08-19,7.0,2002,日清製粉グループ本社,2002.T,2029.5,74.0,116,E,対象外,False,False,52.5,1.02,0.89,-0.66,1.06,0.11,-6.63,44.85,,,,,0,,137.0,21.0,0.0,,SKIP,False,1969.0,2070.0,1867.0,2334.0,1962.2,1896.5
2026-08-19,7.0,8697,日本取引所グループ,8697.T,2193.0,74.0,117,E,対象外,False,False,47.8,0.07,-2.62,-2.77,-1.93,-1.81,-4.4,65.34,,,,,0,,131.0,14.0,-1.5999999999999943,,SKIP,False,2127.0,2237.0,2018.0,2522.0,2095.0,2091.0
2026-08-19,7.0,9502,中部電力,9502.T,2797.5,73.2,118,E,対象外,False,False,46.3,-1.84,2.51,-5.22,3.81,-1.61,-13.92,85.2,,,,,0,,134.0,16.0,-2.0999999999999943,,SKIP,False,2714.0,2853.0,2574.0,3217.0,2669.7,2550.2
2026-08-19,7.0,4183,三井化学,4183.T,2083.0,73.1,119,E,対象外,False,False,40.5,-5.53,-6.59,-3.16,-5.8,-3.84,-6.86,64.65,,,,,0,,53.0,-66.0,-23.700000000000003,,SKIP,False,2021.0,2125.0,1916.0,2395.0,1986.0,2023.8
2026-08-19,7.0,1721,コムシスホールディングス,1721.T,5192.0,73.0,120,E,対象外,False,False,42.9,-2.35,-2.15,-0.1,-2.12,-1.41,-6.15,133.18,,,,,0,,103.0,-17.0,-10.0,,SKIP,False,5036.0,5296.0,4777.0,5971.0,4992.2,5075.5
2026-08-19,7.0,5801,古河電気工業,5801.T,3770.0,73.0,121,E,対象外,False,False,48.6,-13.69,-10.71,10.27,-13.27,4.64,-37.31,371.12,,,,,0,,121.0,0.0,-5.0,,SKIP,False,3657.0,3845.0,3468.0,4336.0,3213.3,2632.8
2026-08-19,7.0,9843,ニトリホールディングス,9843.T,2907.0,72.8,122,E,対象外,False,False,61.5,0.12,-1.17,18.17,-5.72,9.15,-6.23,108.96,,,,,0,,143.0,21.0,0.5999999999999943,,SKIP,False,2820.0,2965.0,2674.0,3343.0,2743.6,2320.8
2026-08-19,7.0,3407,旭化成,3407.T,1616.5,71.0,124,E,対象外,False,False,35.7,-4.09,-6.78,-13.18,-3.48,-8.18,-14.97,52.43,,,,,0,,128.0,4.0,-5.400000000000006,,SKIP,False,1568.0,1649.0,1487.0,1859.0,1537.9,1550.7
2026-08-19,7.0,9022,JR東海,9022.T,3840.0,70.3,125,E,対象外,False,False,51.7,0.18,0.5,0.05,0.48,-0.91,-9.5,97.7,,,,,0,,119.0,-6.0,-7.700000000000003,,SKIP,False,3725.0,3917.0,3533.0,4416.0,3693.5,3716.3
2026-08-19,7.0,9301,三菱倉庫,9301.T,1497.5,70.3,126,E,対象外,False,False,41.5,-0.96,-0.23,-6.35,1.35,-3.58,-8.52,36.04,,,,,0,,109.0,-17.0,-11.100000000000009,,SKIP,False,1453.0,1527.0,1378.0,1722.0,1443.4,1445.2
2026-08-19,7.0,5411,JFEホールディングス,5411.T,1794.5,70.2,127,E,対象外,False,False,53.5,-2.02,-1.54,3.19,-2.33,0.56,-3.91,46.94,,,,,0,,90.0,-37.0,-16.799999999999997,,SKIP,False,1741.0,1830.0,1651.0,2064.0,1724.1,1690.5
2026-08-19,7.0,3659,ネクソン,3659.T,2992.5,70.0,128,E,対象外,False,False,75.6,-0.32,18.44,31.63,10.54,20.2,-1.72,133.96,,,,,0,,146.0,18.0,0.0,,SKIP,False,2903.0,3052.0,2753.0,3441.0,2791.6,2186.5
2026-08-19,7.0,9008,京王電鉄,9008.T,765.0,69.0,129,E,対象外,False,False,47.9,0.21,0.7,-4.26,1.76,-2.04,-9.02,16.28,,,,,0,,150.0,21.0,0.0,,SKIP,False,742.0,780.0,704.0,880.0,740.6,738.4
2026-08-19,7.0,7011,三菱重工業,7011.T,4097.0,68.8,130,E,対象外,False,False,54.0,-6.25,0.07,6.36,-1.52,3.47,-6.25,162.76,,,,,0,,144.0,14.0,-2.5,,SKIP,False,3974.0,4179.0,3769.0,4712.0,3852.9,3602.9
2026-08-19,7.0,3401,帝人,3401.T,1726.5,68.2,131,E,対象外,False,False,53.4,-1.31,-3.01,0.99,-3.25,1.13,-3.47,46.7,,,,,0,,149.0,18.0,-1.0999999999999943,,SKIP,False,1675.0,1761.0,1588.0,1985.0,1656.4,1559.2
2026-08-19,7.0,4042,東ソー,4042.T,2596.0,67.3,132,E,対象外,False,False,34.3,-3.99,-5.13,-6.16,-3.59,-5.14,-14.77,69.3,,,,,0,,151.0,19.0,-1.2999999999999972,,SKIP,False,2518.0,2648.0,2388.0,2985.0,2492.0,2535.3
2026-08-19,7.0,1963,日揮ホールディングス,1963.T,2229.5,67.0,134,E,対象外,False,False,39.6,-4.68,-2.17,-2.11,-1.65,-2.6,-20.47,83.62,,,,,0,,125.0,-9.0,-10.0,,SKIP,False,2163.0,2274.0,2051.0,2564.0,2104.1,2151.2
2026-08-19,7.0,5333,日本ガイシ,5333.T,5510.0,59.0,160,E,対象外,False,False,40.1,-5.81,-4.39,-9.81,-1.94,-6.57,-29.84,319.05,,,,,0,,142.0,-18.0,-13.599999999999994,,SKIP,False,5345.0,5620.0,5069.0,6336.0,5031.4,5024.8
2026-08-19,7.0,3289,東急不動産ホールディングス,3289.T,1308.5,59.0,161,E,対象外,False,False,46.7,-0.49,-0.19,-2.82,0.51,-1.49,-6.67,23.72,,,,,0,,174.0,13.0,-0.2999999999999971,,SKIP,False,1269.0,1335.0,1204.0,1505.0,1272.9,1269.1
2026-08-19,7.0,4568,第一三共,4568.T,2729.0,67.2,133,E,対象外,False,False,51.4,1.07,-2.71,-3.06,-1.95,-0.18,-5.55,82.82,,,,,0,,154.0,21.0,-0.5999999999999943,,SKIP,False,2647.0,2784.0,2511.0,3138.0,2604.8,2487.5
2026-08-19,7.0,4506,住友ファーマ,4506.T,1350.5,67.0,135,E,対象外,False,False,50.9,-1.78,0.04,3.57,-0.85,3.34,-16.79,50.46,,,,,0,,162.0,27.0,2.0,,SKIP,False,1310.0,1378.0,1242.0,1553.0,1274.8,1182.1
2026-08-19,7.0,1802,大林組,1802.T,2902.0,66.0,138,E,対象外,False,False,27.4,-3.65,-4.13,-10.49,-1.51,-7.99,-14.77,85.77,,,,,0,,159.0,21.0,0.0,,SKIP,False,2815.0,2960.0,2670.0,3337.0,2773.3,2876.5
2026-08-19,7.0,9021,JR西日本,9021.T,2875.0,65.8,139,E,対象外,False,False,46.4,-0.31,0.49,-3.69,1.41,-2.97,-10.69,68.24,,,,,0,,160.0,21.0,-0.1000000000000085,,SKIP,False,2789.0,2932.0,2645.0,3306.0,2772.6,2768.6
2026-08-19,7.0,6594,ニデック,6594.T,2633.0,65.3,140,E,対象外,False,False,46.2,-6.3,-3.69,6.73,-5.38,-0.36,-9.18,103.74,,,,,0,,79.0,-61.0,-24.10000000000001,,SKIP,False,2554.0,2686.0,2422.0,3028.0,2477.4,2434.8
2026-08-19,7.0,3086,J.フロント リテイリング,3086.T,2885.0,65.1,141,E,対象外,False,False,44.2,1.28,-3.07,-12.73,0.11,-4.51,-20.24,90.94,,,,,0,,164.0,23.0,1.2999999999999972,,SKIP,False,2798.0,2943.0,2654.0,3318.0,2748.6,2799.9
2026-08-19,7.0,8002,丸紅,8002.T,4796.0,65.0,142,E,対象外,False,False,38.6,-2.88,-4.39,-7.66,-2.47,-5.62,-12.0,154.5,,,,,0,,163.0,21.0,0.0,,SKIP,False,4652.0,4892.0,4412.0,5515.0,4564.3,4721.3
2026-08-19,7.0,6762,TDK,6762.T,3006.0,65.0,143,E,対象外,False,False,43.5,-4.24,-3.47,-2.18,-2.92,-1.95,-26.88,160.14,,,,,0,,101.0,-42.0,-18.3,,SKIP,False,2916.0,3066.0,2766.0,3457.0,2765.8,2637.7
2026-08-19,7.0,8031,三井物産,8031.T,4779.0,65.0,144,E,対象外,False,False,46.5,-1.93,-2.47,-0.93,-2.24,-1.48,-11.19,124.55,,,,,0,,140.0,-4.0,-8.0,,SKIP,False,4636.0,4875.0,4397.0,5496.0,4592.2,4638.7
2026-08-19,7.0,6981,村田製作所,6981.T,7331.0,64.5,145,E,対象外,False,False,43.4,-2.2,-2.75,-8.37,-0.65,-5.54,-40.16,715.68,,,,,0,,148.0,3.0,-5.5,,SKIP,False,7111.0,7478.0,6745.0,8431.0,6257.5,5831.7
2026-08-19,7.0,7741,HOYA,7741.T,25415.0,66.0,137,E,対象外,False,False,47.6,-3.33,-2.29,-0.14,-2.25,0.29,-10.87,739.11,,,,,0,,73.0,-64.0,-25.0,,SKIP,False,24653.0,25923.0,23382.0,29227.0,24306.3,23223.3
2026-08-19,7.0,4063,信越化学工業,4063.T,6090.0,63.9,147,E,対象外,False,False,39.5,-2.44,-4.99,-15.48,-1.12,-5.63,-21.98,221.15,,,,,0,,172.0,25.0,2.699999999999996,,SKIP,False,5907.0,6212.0,5603.0,7003.0,5758.3,5607.8
2026-08-19,7.0,6326,クボタ,6326.T,2498.0,60.0,158,E,対象外,False,False,34.8,-5.74,-7.62,-9.26,-5.3,-8.44,-14.95,94.87,,,,,0,,113.0,-45.0,-20.200000000000003,,SKIP,False,2423.0,2548.0,2298.0,2873.0,2355.7,2481.0
2026-08-19,7.0,6702,富士通,6702.T,3607.0,63.3,149,E,対象外,False,False,52.3,0.17,-2.54,9.01,-4.79,1.97,-7.56,130.56,,,,,0,,165.0,16.0,0.0999999999999943,,SKIP,False,3499.0,3679.0,3318.0,4148.0,3411.2,3165.1
2026-08-19,7.0,4005,住友化学,4005.T,512.1,63.0,150,E,対象外,False,False,44.7,-3.81,-2.62,-4.53,-1.49,-2.5,-16.08,16.63,,,,,0,,120.0,-30.0,-15.0,,SKIP,False,497.0,522.0,471.0,589.0,487.2,469.0
2026-08-19,7.0,6770,アルプスアルパイン,6770.T,2117.0,63.0,151,E,対象外,False,False,46.6,-3.33,-3.24,0.69,-3.42,-1.79,-5.6,71.4,,,,,0,,136.0,-15.0,-11.200000000000005,,SKIP,False,2053.0,2159.0,1948.0,2435.0,2009.9,2021.8
2026-08-19,7.0,7202,いすゞ自動車,7202.T,2167.0,63.0,152,E,対象外,False,False,37.7,-3.32,-4.71,-6.98,-2.96,-6.33,-12.28,69.34,,,,,0,,167.0,15.0,0.2000000000000028,,SKIP,False,2102.0,2210.0,1994.0,2492.0,2063.0,2156.2
2026-08-19,7.0,2282,日本ハム,2282.T,6325.0,62.8,153,E,対象外,False,False,55.1,0.02,2.25,1.18,1.95,1.48,-5.17,159.54,,,,,0,,170.0,17.0,0.6999999999999957,,SKIP,False,6135.0,6452.0,5819.0,7274.0,6085.7,5714.3
2026-08-19,7.0,3099,三越伊勢丹ホールディングス,3099.T,3443.0,62.2,154,E,対象外,False,False,34.4,-1.46,-6.36,-11.06,-3.6,-6.47,-17.33,129.76,,,,,0,,168.0,14.0,-0.5,,SKIP,False,3340.0,3512.0,3168.0,3959.0,3248.4,3398.9
2026-08-19,7.0,2432,ディー・エヌ・エー,2432.T,2437.5,62.0,155,E,対象外,False,False,45.2,-1.3,-2.97,0.27,-3.03,-1.05,-10.94,63.82,,,,,0,,147.0,-8.0,-8.0,,SKIP,False,2364.0,2486.0,2242.0,2803.0,2341.8,2361.6
2026-08-19,7.0,3101,東洋紡,3101.T,1575.0,61.7,156,E,対象外,False,False,44.5,-2.9,-2.48,-5.01,-1.23,-2.8,-17.75,73.46,,,,,0,,116.0,-40.0,-17.39999999999999,,SKIP,False,1528.0,1606.0,1449.0,1811.0,1464.8,1429.8
2026-08-19,7.0,9023,東京地下鉄,9023.T,1449.5,61.0,157,E,対象外,False,False,49.0,0.62,-0.99,-0.45,-0.88,-0.66,-4.51,26.21,,,,,0,,189.0,32.0,10.0,,SKIP,False,1406.0,1478.0,1334.0,1667.0,1410.2,1407.9
2026-08-19,7.0,6503,三菱電機,6503.T,5641.0,66.5,136,E,対象外,False,False,45.6,-6.47,-4.26,0.89,-4.48,-1.27,-13.98,247.13,,,,,0,,126.0,-10.0,-10.400000000000006,,SKIP,False,5472.0,5754.0,5190.0,6487.0,5270.3,5024.8
2026-08-19,7.0,9984,ソフトバンクグループ,9984.T,5227.0,59.4,159,E,対象外,False,False,42.9,-10.34,-5.31,-9.11,-3.03,-6.21,-39.45,415.64,,,,,0,,122.0,-37.0,-18.500000000000007,,SKIP,False,5070.0,5332.0,4809.0,6011.0,4603.5,4477.5
2026-08-19,7.0,3092,ZOZO,3092.T,1113.0,63.7,148,E,対象外,False,False,43.2,0.72,-3.68,-4.67,-2.51,-3.44,-9.11,30.97,,,,,0,,171.0,23.0,1.9000000000000057,,SKIP,False,1080.0,1135.0,1024.0,1280.0,1066.5,1084.5
2026-08-19,7.0,1928,積水ハウス,1928.T,3374.0,72.7,123,E,対象外,False,False,44.3,-0.24,-1.4,-3.07,-0.64,-2.39,-8.27,55.15,,,,,0,,105.0,-18.0,-10.0,,SKIP,False,3273.0,3441.0,3104.0,3880.0,3291.3,3309.4
2026-08-19,7.0,6506,安川電機,6506.T,4929.0,15.0,214,E,対象外,False,False,38.4,-4.68,-9.63,-3.71,-8.7,-4.95,-35.61,295.32,,,,,0,,215.0,1.0,0.0,,SKIP,False,4781.0,5028.0,4535.0,5668.0,4486.0,4442.7
2026-08-19,7.0,8035,東京エレクトロン,8035.T,54660.0,64.0,146,E,対象外,False,False,40.3,-3.05,-6.13,-17.89,-1.66,-9.13,-30.63,3656.18,,,,,0,,141.0,-5.0,-9.0,,SKIP,False,53020.0,55753.0,50287.0,62859.0,49175.7,48337.1
2026-08-19,7.0,4751,サイバーエージェント,4751.T,1272.5,39.0,192,E,対象外,False,False,36.7,1.27,2.0,-12.15,5.04,-10.01,-19.26,51.11,,,,,0,,201.0,9.0,0.0,,SKIP,False,1234.0,1298.0,1171.0,1463.0,1195.8,1221.9
2026-08-19,7.0,7974,任天堂,7974.T,8577.0,56.5,166,E,対象外,False,False,63.8,-2.09,1.05,22.65,-4.61,10.73,-3.63,303.76,,,,,0,,181.0,15.0,1.0,,SKIP,False,8320.0,8749.0,7891.0,9864.0,8121.4,6870.5
2026-08-19,7.0,285A,キオクシアホールディングス,285A.T,49950.0,55.0,167,E,対象外,False,False,43.9,-12.6,0.16,-18.2,4.71,-7.33,-54.05,7142.77,,,,,0,,145.0,-22.0,-15.700000000000005,,SKIP,False,48452.0,50949.0,45954.0,57442.0,39235.8,35839.9
2026-08-19,7.0,9735,セコム,9735.T,6364.0,54.9,168,E,対象外,False,False,40.3,0.0,-2.82,-5.51,-1.45,-4.95,-11.27,172.57,,,,,0,,183.0,15.0,0.6000000000000014,,SKIP,False,6173.0,6491.0,5855.0,7319.0,6105.1,6220.7
2026-08-19,7.0,6473,ジェイテクト,6473.T,2044.0,54.0,169,E,対象外,False,False,43.6,-5.48,-3.68,-0.32,-3.6,-3.03,-7.76,73.9,,,,,0,,86.0,-83.0,-33.599999999999994,,SKIP,False,1983.0,2085.0,1880.0,2351.0,1933.2,2000.0
2026-08-19,7.0,2413,エムスリー,2413.T,1732.5,53.7,170,E,対象外,False,False,48.8,2.18,6.19,-9.17,8.48,-3.5,-12.68,92.51,,,,,0,,187.0,17.0,2.6000000000000014,,SKIP,False,1681.0,1767.0,1594.0,1992.0,1593.7,1441.8
2026-08-19,7.0,7270,SUBARU,7270.T,2518.5,53.5,171,E,対象外,False,False,45.5,-2.7,-2.48,-2.8,-1.78,-2.94,-11.59,76.07,,,,,0,,179.0,8.0,-2.6000000000000014,,SKIP,False,2443.0,2569.0,2317.0,2896.0,2404.4,2431.8
2026-08-19,7.0,6113,アマダ,6113.T,2551.0,51.5,172,E,対象外,False,False,38.0,-6.26,-6.88,-10.46,-4.27,-8.78,-20.28,133.52,,,,,0,,155.0,-17.0,-15.5,,SKIP,False,2474.0,2602.0,2347.0,2934.0,2350.7,2465.6
2026-08-19,7.0,7004,カナデビア,7004.T,1162.0,51.1,173,E,対象外,False,False,39.5,-8.07,-4.13,-2.52,-3.5,-4.16,-20.03,45.45,,,,,0,,156.0,-17.0,-15.9,,SKIP,False,1127.0,1185.0,1069.0,1336.0,1093.8,1139.3
2026-08-19,7.0,9532,大阪ガス,9532.T,5434.0,51.0,174,E,対象外,False,False,48.9,-0.18,-2.14,-0.04,-2.13,-0.23,-4.2,119.48,,,,,0,,188.0,14.0,0.0,,SKIP,False,5271.0,5543.0,4999.0,6249.0,5254.8,5239.7
2026-08-19,7.0,1803,清水建設,1803.T,2290.0,58.0,163,E,対象外,False,False,37.6,-4.04,-3.86,-7.04,-2.1,-5.34,-16.73,85.78,,,,,0,,166.0,3.0,-5.0,,SKIP,False,2221.0,2336.0,2107.0,2634.0,2161.3,2167.1
2026-08-19,7.0,7012,川崎重工業,7012.T,2675.5,51.0,175,E,対象外,False,False,43.0,-6.45,-3.59,-0.02,-3.58,-2.93,-20.42,127.85,,,,,0,,107.0,-68.0,-30.90000000000001,,SKIP,False,2595.0,2729.0,2461.0,3077.0,2483.7,2594.0
2026-08-19,7.0,8766,東京海上ホールディングス,8766.T,7241.0,50.6,177,E,対象外,False,False,34.9,-1.76,-6.58,-8.04,-4.57,-7.44,-13.73,190.68,,,,,0,,186.0,9.0,-1.0,,SKIP,False,7024.0,7386.0,6662.0,8327.0,6955.0,7155.0
2026-08-19,7.0,7735,SCREENホールディングス,7735.T,13180.0,50.2,178,E,対象外,False,False,41.8,-3.76,-4.11,-22.38,1.48,-10.32,-32.38,974.4,,,,,0,,180.0,2.0,-5.599999999999994,,SKIP,False,12785.0,13444.0,12126.0,15157.0,11718.4,11313.1
2026-08-19,7.0,6723,ルネサスエレクトロニクス,6723.T,3462.0,48.9,179,E,対象外,False,False,38.3,-9.06,-9.04,-14.2,-5.49,-9.45,-32.42,274.66,,,,,0,,152.0,-27.0,-19.2,,SKIP,False,3358.0,3531.0,3185.0,3981.0,3050.0,3048.7
2026-08-19,7.0,9005,東急,9005.T,1650.5,48.2,180,E,対象外,False,False,40.5,0.52,0.46,-6.41,2.06,-3.77,-10.61,32.78,,,,,0,,192.0,12.0,0.9000000000000057,,SKIP,False,1601.0,1684.0,1518.0,1898.0,1601.3,1617.9
2026-08-19,7.0,6472,NTN,6472.T,369.2,48.0,181,E,対象外,False,False,40.2,-5.67,-4.89,-3.95,-3.91,-3.64,-18.52,14.57,,,,,0,,117.0,-64.0,-30.5,,SKIP,False,358.0,377.0,340.0,425.0,347.3,352.4
2026-08-19,7.0,9531,東京ガス,9531.T,6016.0,47.0,182,E,対象外,False,False,44.8,-0.58,-0.28,-1.81,0.17,-1.27,-7.16,126.41,,,,,0,,178.0,-4.0,-10.0,,SKIP,False,5836.0,6136.0,5535.0,6918.0,5826.4,5846.6
2026-08-19,7.0,6361,荏原製作所,6361.T,4998.0,46.0,183,E,対象外,False,False,38.1,-6.32,-12.67,-10.54,-10.03,-10.68,-25.84,350.4,,,,,0,,169.0,-14.0,-16.299999999999997,,SKIP,False,4848.0,5098.0,4598.0,5748.0,4472.4,4684.5
2026-08-19,7.0,5802,住友電気工業,5802.T,2210.0,45.3,184,E,対象外,False,False,44.2,-8.66,-2.64,-5.41,-1.29,-3.83,-36.7,172.62,,,,,0,,153.0,-31.0,-22.60000000000001,,SKIP,False,2144.0,2254.0,2033.0,2542.0,1951.1,1963.1
2026-08-19,7.0,3436,SUMCO,3436.T,3517.0,45.3,185,E,対象外,False,False,44.9,-7.15,-3.56,-9.82,-1.11,-6.53,-33.73,384.39,,,,,0,,176.0,-9.0,-12.700000000000005,,SKIP,False,3411.0,3587.0,3236.0,4045.0,2940.4,2746.2
2026-08-19,7.0,6902,デンソー,6902.T,1887.5,45.0,186,E,対象外,False,False,42.8,-2.38,-2.73,-5.27,-1.41,-4.41,-14.52,49.52,,,,,0,,158.0,-28.0,-21.700000000000003,,SKIP,False,1831.0,1925.0,1736.0,2171.0,1813.2,1874.1
2026-08-19,7.0,8267,イオン,8267.T,1361.0,45.0,187,E,対象外,False,False,47.1,0.7,-2.33,-0.4,-2.23,-0.97,-6.91,40.37,,,,,0,,194.0,7.0,0.0,,SKIP,False,1320.0,1388.0,1252.0,1565.0,1300.4,1300.0
2026-08-19,7.0,6471,日本精工,6471.T,1095.0,51.0,176,E,対象外,False,False,38.9,-6.41,-6.93,-2.1,-6.4,-4.35,-13.4,39.8,,,,,0,,129.0,-47.0,-25.40000000000001,,SKIP,False,1062.0,1117.0,1007.0,1259.0,1035.3,1068.1
2026-08-19,7.0,4519,中外製薬,4519.T,6885.0,57.0,165,E,対象外,False,False,43.8,0.55,-4.16,-6.92,-2.43,-2.12,-11.98,192.38,,,,,0,,177.0,12.0,0.0,,SKIP,False,6678.0,7023.0,6334.0,7918.0,6596.4,6542.1
2026-08-19,7.0,8802,三菱地所,8802.T,3614.0,58.0,164,E,対象外,False,False,33.7,0.36,-1.9,-15.0,1.85,-7.85,-17.07,106.17,,,,,0,,185.0,21.0,5.0,,SKIP,False,3506.0,3686.0,3325.0,4156.0,3454.8,3531.3
2026-08-19,7.0,4324,電通グループ,4324.T,3474.0,58.5,162,E,対象外,False,False,47.6,-0.86,-8.58,0.26,-8.64,-2.4,-10.33,135.04,,,,,0,,175.0,13.0,-0.7000000000000028,,SKIP,False,3370.0,3543.0,3196.0,3995.0,3271.4,3290.5
2026-08-19,7.0,9064,ヤマトホールディングス,9064.T,1921.0,44.4,189,E,対象外,False,False,44.5,-0.34,-0.83,-5.0,0.42,-3.65,-11.88,53.97,,,,,0,,182.0,-7.0,-10.0,,SKIP,False,1863.0,1959.0,1767.0,2209.0,1840.0,1830.8
2026-08-19,7.0,6976,太陽誘電,6976.T,9686.0,44.5,188,E,対象外,False,False,40.8,-3.05,-5.64,-17.53,-1.26,-10.11,-57.25,1305.82,,,,,0,,193.0,5.0,-0.5,,SKIP,False,9395.0,9880.0,8911.0,11139.0,7727.3,8558.0
2026-08-19,7.0,8801,三井不動産,8801.T,1447.0,39.0,194,E,対象外,False,False,38.5,0.17,-0.31,-8.1,1.71,-4.86,-11.06,34.73,,,,,0,,202.0,8.0,0.0,,SKIP,False,1404.0,1476.0,1331.0,1664.0,1394.9,1417.9
2026-08-19,7.0,6753,シャープ,6753.T,616.0,37.8,195,E,対象外,False,False,45.0,-0.02,-6.57,-1.25,-6.25,-2.16,-8.82,25.2,,,,,0,,191.0,-4.0,-10.5,,SKIP,False,598.0,628.0,567.0,708.0,578.2,583.6
2026-08-19,7.0,5332,TOTO,5332.T,6176.0,35.6,196,E,対象外,False,False,32.6,-2.89,-5.8,-18.01,-1.29,-11.19,-33.7,290.92,,,,,0,,205.0,9.0,-0.6000000000000014,,SKIP,False,5991.0,6300.0,5682.0,7102.0,5739.6,6064.5
2026-08-19,7.0,4704,トレンドマイクロ,4704.T,5614.0,35.2,197,E,対象外,False,False,37.2,1.78,-19.41,-11.79,-16.46,-12.0,-19.41,273.05,,,,,0,,207.0,10.0,1.2000000000000028,,SKIP,False,5446.0,5726.0,5165.0,6456.0,5204.4,5275.5
2026-08-19,7.0,7211,三菱自動車工業,7211.T,338.7,35.0,198,E,対象外,False,False,43.4,-2.95,-2.31,-13.04,0.95,-6.17,-16.62,12.77,,,,,0,,173.0,-25.0,-25.5,,SKIP,False,329.0,345.0,312.0,390.0,319.6,333.9
2026-08-19,7.0,9501,東京電力ホールディングス,9501.T,502.0,34.0,199,E,対象外,False,False,43.4,-4.29,-2.83,-0.28,-2.76,-3.15,-12.94,19.96,,,,,0,,196.0,-3.0,-10.0,,SKIP,False,487.0,512.0,462.0,577.0,472.1,483.4
